Local linearization	And what this basically means, the word local means you're looking at a specific input point. So in this case, it's a specific input point x nought, y nought, and the idea of a linearization, a linearization, means you're approximating the function with something simpler, with something that's actually linear, and I'll tell you what I mean by linear in, in just a moment.	https://www.youtube.com/watch?v=o7_zS7Bx2VA#t=43.013s
Explicit Laplacian formula	In the last couple videos I told you about the Laplacian operator, which is a way of taking in your scalar valued function f and it gives you a new scalar valued function that's kind of like a second derivative thing because it takes the divergence of the gradient of your function f.	https://www.youtube.com/watch?v=6cMn1F6bNPU#t=12.781s
Divergence intuition, part 2	But I want it to be something that's not just plopped down in front of you, but something that you actually, you know, feel deep in your bones. So a vector field like the one I have pictured above is given as a function, a multi-variable function, with a two-dimensional input, since it's a two-dimensional vector field, and then some kinda two-dimensional output.	https://www.youtube.com/watch?v=Yeie-aJT2eU#t=43.76s
3d curl formula, part 1	You take nabla, that upside-down triangle we used in divergence and gradient, and you imagine taking the cross-product between that and your vector V. As a reminder, this nabla, you imagine it as if it's a vector containing partial differential operators.	https://www.youtube.com/watch?v=a_49iMi10kg#t=126.854s
2D divergence theorem | Line integrals and Green's theorem | Multivariable Calculus | Khan Academy	Divergence is a measure of whether things are expanding or diverging or kind of contracting. If you have a point over here where around that, the particles are kind of moving away from each other, you would have a positive divergence here.	https://www.youtube.com/watch?v=eoJGBr-tJXo#t=782.387s
2D divergence theorem | Line integrals and Green's theorem | Multivariable Calculus | Khan Academy	If you have a point, sometimes called a sync, where all of the particles are kind of condensing or converging you would have a negative divergence here. And now, so this should make a lot of sense.	https://www.youtube.com/watch?v=eoJGBr-tJXo#t=799.281s
The Lagrangian	Let me just kind of redraw it over here. You're looking at the point where the two functions are just tangent to each other is that the gradient, the gradient vector for the thing we're maximizing, which in this case is R, is gonna be parallel or proportional to the gradient vector of the constraint, which in this case is B, is gonna be proportional to the gradient of the constraint, and what this means is that if we were going to solve a set of equations, what you set up is you compute that gradient of R, and it'll involve two different partial derivatives, and you set it equal not to the gradient of B 'cause it's not necessarily equal to the gradient of B but it's proportional with some kind of proportionality constant, lambda.	https://www.youtube.com/watch?v=hQ4UNu1P2kw#t=138.172s
Meaning of Lagrange multiplier	And whatever the highest value this function can achieve, that is M star, that is the maximum possible revenue, subject to this budget. But it's interesting that when you solve this, you get some specific value of lambda, right, there's a specific lambda star that will be associated with the solution.	https://www.youtube.com/watch?v=m-G3K2GPmEQ#t=322.908s
2d curl example	You can kind see I'm just a sucker for symmetry when I choose examples. When I showed in the last video how the two dimensional curl, the 2D curl of a vector field, of a vector field v which is a function of x and y, is equal to the partial derivative of q, that second component, with respect to x minus the partial derivative of p that first component, with respect to y.	https://www.youtube.com/watch?v=cAAEMza4GvQ#t=18.253s
Second partial derivative test example, part 2	And then we can't forget that last crucially important mixed partial derivative term. Which is the partial derivative of f. Where first we do it with respect to x, and then with respect to y.	https://www.youtube.com/watch?v=TqslX-bUTD8#t=109.051s
Triple integrals 2 | Double and triple integrals | Multivariable Calculus | Khan Academy	So the mass around a very, very small point, and we called that d mass, the differential of the mass, is going equal the density at that point, or the rough density at exactly that point, times the volume differential around that point, times the volume of this little small cube.	https://www.youtube.com/watch?v=vxQvL_WhBGU#t=81.17s
Controlling a plane in space	And then I have a plane that passes through it. And the goal of the video is going to be to find a function, a function that I'll call l, that takes in a two dimensional input x and y and this function l should have this plane as it's graph.	https://www.youtube.com/watch?v=H2hOwKszKRo#t=26.293s
Laplacian intuition	Points of high divergence, points where it diverges a lot here, why are those vectors pointing away? And if we pull up the graph again, the reason they're pointing away is 'cause the direction of steepest descent is kind of uphill everywhere; you are in a valley.	https://www.youtube.com/watch?v=EW08rD-GFh0#t=228.637s
Expressing a quadratic form with a matrix	And now what you do is you multiply the vector, the variable vector that's got x, y on the right side of this matrix and then you multiply it again but you turn it on its side so instead of being a vertical vector, you transpose it to being a horizontal vector on the other side.	https://www.youtube.com/watch?v=0yEiCV-xEWQ#t=209.384s
Double integrals 4 | Double and triple integrals | Multivariable Calculus | Khan Academy	So we're going to do a double integral, a two-dimensional integral, we're saying that the domain here is two-dimensional, and we're going to take that over f of x and y times da.	https://www.youtube.com/watch?v=twT-WZChfZ8#t=455.77s
Symmetry of second partial derivatives	But what's surprising is that this turns out to be true for, I mean, not all functions. There's actually a certain criterion. There's a special theorem, it's called Schwarz's theorem. Where if the second partial derivatives of your function are continuous at the relevant point, that's the circumstance for this being true.	https://www.youtube.com/watch?v=J08-L2buigM#t=320.776s
Gradient and contour maps	- [Voiceover] So here I want to talk about the gradient and the context of a contour map. So let's say we have a multivariable function. A two-variable function f of x,y.	https://www.youtube.com/watch?v=ZTbTYEMvo10#t=0.161s
Harmonic Functions	It's sort of the way to extend the idea of the second derivative into multiple dimensions. Now, what a harmonic function is, is one where the Laplacian is equal to zero. And it's equal to zero at every possible input point.	https://www.youtube.com/watch?v=JQSC0lCPG24#t=36.631s
Curvature formula, part 1	It can get a little convoluted in terms of the symbols involved, and the constant picture you should have in the back of your mind is that circle, that circle that's hugging the curve very closely at a certain point, and this means of taking the magnitude of the rate of change of the unit tangent vector with respect to arc length is all just trying to capture that idea.	https://www.youtube.com/watch?v=gspjhwSNMWs#t=343.315s
Curvature formula, part 4	So rather than drawing them stemming from the curve, to show that they're tangent, I just want to show them in their own space. The derivative, the change in that tangent vector, would be some, some other vector that tells you how you move from one to the other, kind of tells you how much it's turning.	https://www.youtube.com/watch?v=WmdN_iPhxAI#t=88.373s
Stokes' theorem proof part 4 | Multivariable Calculus | Khan Academy	So it's going to be dx-- let me write it this way. dx-- the derivative of x with respect to t-- dt-- that's the first expression-- plus n-- and then, the exact same thing-- times dy dt.	https://www.youtube.com/watch?v=1og25U-d3_8#t=256.69s
Multivariable maxima and minima	They're called local Minima, or local Maxima, sorry, so those guys are called local Maxima. Maxima is just the plural of Maximum, and local means that it's relative to a single point, so it's basically, if you walk in any direction, when you're on that little peak, you'll go downhill, so relative to the neighbors of that little point, it is a maximum, but relative to the entire function, these guys are the shorter mountains next to Mount Everest, but there's also another circumstance where you might find a flat tangent plane, and that's at the Minima points, right? If you have the global Minimum, the absolute smallest, or also just the local Minima, these inverted peaks, you'll also find flat tangent planes.	https://www.youtube.com/watch?v=ux7EQ3ip2DU#t=326.921s
Multivariable maxima and minima	Its first component is the partial derivative with respect to the first variable, its second component is the partial derivative with respect to the second variable, and if there's more variables, you would keep going, you'd say that this whole thing has to equal the zero vector, the vector that has nothing but zeroes as its components, and it's kind of a common, abusive notation.	https://www.youtube.com/watch?v=ux7EQ3ip2DU#t=402.249s
Finishing the intro lagrange multiplier example	- [Instructor] So in the last two videos we were talking about this constrained optimization problem where we want to maximize a certain function on a certain set, the set of all points x, y where x squared plus y squared equals one.	https://www.youtube.com/watch?v=aep6lwPqm6I#t=0.547s
Second partial derivative test example, part 1	So we have positive square root of three and Y equals one, and then we have negative square root of three and Y equals one. So these, these are the critical points, critical points, which basically means all partial derivatives are equal to zero.	https://www.youtube.com/watch?v=shWXeUn5BHk#t=346.552s
Divergence notation	- [Voiceover] So I've said that if you have a vector field, a two-dimensional vector field with component functions P and Q, that the divergence of this guy, the divergence of v, which is a scalar-valued function of x and y, is by definition, the partial derivative of P, with respect to x, plus the partial derivative of Q, with respect to y.	https://www.youtube.com/watch?v=TyYlBXNETZE#t=0.172s
Divergence theorem proof (part 1) | Divergence theorem | Multivariable Calculus | Khan Academy	Now, I want to be clear. What's going to happen right over here? If you take the dot product of i and n, you're just going to get the i-component, the scaling factor of the i-component of the n normal vector, and we're just going to multiply that times P.	https://www.youtube.com/watch?v=vCAFlt4pQSQ#t=171.01s
Quadratic approximation example	Next we'll do the mixed partial derivative, where you do first with respect to x, then with respect to y, or you could do it the other way, because with almost all functions, it kind of doesn't matter which order you take the two.	https://www.youtube.com/watch?v=fW3snxnCPEY#t=202.192s
Surface integral ex3 part 3: Top surface | Multivariable Calculus | Khan Academy	So let's do it. So our surface integral, the thing that we were dealing with from the beginning, that thing right over there. Our surface integral, the surface s three, of z d s is now equal to, so I'm gonna use different colors for the different variables of integration, so one on the outside, and then I'll do one on the inside, I'll do the inside one in pink.	https://www.youtube.com/watch?v=wiVWafc3JBM#t=652.42s
Green's theorem proof (part 2) | Multivariable Calculus | Khan Academy	And I'm interested in what the line integral, the closed line integral, around that path of F dot dr is. And we've seen it multiple times. dr is equal to dx i plus dy times j.	https://www.youtube.com/watch?v=qdFD-0OWBRo#t=858.53s
Parabola vertex and axis of symmetry | Quadratic equations | Algebra I | Khan Academy	It's the maximum point. And the axis of symmetry is the line that you could reflect the parabola around, and it's symmetric. So that's the axis of symmetry. That is a reflection of the left-hand side along that axis of symmetry.	https://www.youtube.com/watch?v=dfoXtodyiIA#t=25.71s
Introduction to the quadratic equation | Quadratic equations | Algebra I | Khan Academy	The quadratic equation says that the roots of a quadratic are equal to -- and let's say that the quadratic equation is a x squared plus b x plus c equals 0.	https://www.youtube.com/watch?v=IWigvJcCAJ0#t=318.03s
Multiple examples graphing parabolas using roots and vertices | Algebra I | Khan Academy	We're going to write it in intercept form. That essentially means just writing it in it factored form. Then doing that, we're able to figure out the x-intercept, where we're intersecting the x-access, and then using that we'll be able to figure out the vertex.	https://www.youtube.com/watch?v=RjkTEyO5Zso#t=96.86s
How to use the quadratic formula | Polynomial and rational functions | Algebra II | Khan Academy	In the future, we're going to introduce something called an imaginary number, which is a square root of a negative number, and then we can actually express this in terms of those numbers.	https://www.youtube.com/watch?v=i7idZfS8t8w#t=557.91s
U.S. customary and metric units | Ratios, proportions, units, and rates | Pre-Algebra | Khan Academy	And it would change depending on what planet you're on. But on Earth, they tend to be used interchangeably, so we'll use it roughly interchangeably here. And then you have volume, or how much space something takes up.	https://www.youtube.com/watch?v=y2RHWA7t0WM#t=162.59s
U.S. customary and metric units | Ratios, proportions, units, and rates | Pre-Algebra | Khan Academy	Millimeter. Meter is a unit. Meter right here, that is the unit of distance or of length. Millimeter, milli means 1/1,000 of a meter. Foot, that is also a unit of length.	https://www.youtube.com/watch?v=y2RHWA7t0WM#t=216.11s
Unit conversion: arithmetic calculations on units of volume | Pre-Algebra | Khan Academy	And to make things confusing, they're actually very different things. Fluid ounces are a measure of a volume. Fluid ounces measure volume, just like cups and pints and quarts and gallons do.	https://www.youtube.com/watch?v=hShqXKpI6KA#t=18.09s
Ordering negative numbers | Negative numbers and absolute value | Pre-Algebra | Khan Academy	Would you rather have negative $40 in your bank account or negative $7 in your bank account? Negative 40 means that you owe the bank $40. So it's 40 less than having nothing.	https://www.youtube.com/watch?v=VW6UrPKPInA#t=33.39s
Constructing and interpreting absolute value | Pre-Algebra | Khan Academy	A riparian buffer is an area around a stream that's covered in vegetation. The buffer protects the water in the stream from activity happening near its location. So let's imagine this a little bit.	https://www.youtube.com/watch?v=FogJFEEYuO0#t=0.72s
Constructing and interpreting absolute value | Pre-Algebra | Khan Academy	So let's say that I have a stream right over here. So this right over here is my stream, and the riparian buffer is an area around the stream that's covered in vegetation.	https://www.youtube.com/watch?v=FogJFEEYuO0#t=12.39s
Absolute value word problems | Negative numbers and absolute value | Pre-Algebra | Khan Academy	Let's do one more. No picture this time. I was getting used to that. The Panama Canal is a canal cutting through the country of Panama that conveniently connects the Atlantic and Pacific Oceans.	https://www.youtube.com/watch?v=Ig7RSc-93Bs#t=149.16s
Dividing positive and negative numbers | Pre-Algebra | Khan Academy	This is what you knew how to do before we even talked about negative numbers: This is a positive divided by a positive. Which is going to be a positive. So that is going to be equal to positive nine (9).	https://www.youtube.com/watch?v=bQ-KR3clFgs#t=100.612s
Introduction to radians | Unit circle definition of trig functions | Trigonometry | Khan Academy	And you see over here, this is 180 degrees. And you also see if you were to draw a circle around here, we've gone halfway around the circle. So the arc length, or the arc that subtends the angle, is half the circumference.	https://www.youtube.com/watch?v=EnwWxMZVBeg#t=499.95s
Modeling with function composition | Functions and their graphs | Algebra II | Khan Academy	Voiceover:Fuel is being pumped into a storage tank. The volume, V, of the fuel in the tank depends on the depth, d, according to the formula. V of d is equal to four times three d squared plus five to the third power, where d is in measured in meters.	https://www.youtube.com/watch?v=LG6g7gxupHg#t=0.397s
Quotient of functions | Functions and their graphs | Algebra II | Khan Academy	You could view this as a function, a function of x that's defined by dividing f of x by g of x, by creating a rational expression where f of x is in the numerator and g of x is in the denominator.	https://www.youtube.com/watch?v=u9v_bakOIcU#t=31.23s
Modeling with combined functions | Functions and their graphs | Algebra II | Khan Academy	- [Voiceover] Ify is building a tree tower, which is a tower built on top of a tree. The tree is currently five meters tall and Ify has found, I don't know if it's Ify or Ify, and Ify has found that it is growing by zero point one meters a month or a tenth of a meter a month.	https://www.youtube.com/watch?v=2IWhknVzeJM#t=0.493s
Finite geometric series formula justification | High School Math | Khan Academy	Let's see, we can factor out an S sub n on the left hand side. You get an S sub n, the sub of our first n terms. You factor that out, it's gonna be times one minus r is going to be equal to and on the right hand side we can actually factor out an a.	https://www.youtube.com/watch?v=Cf0-6ngH2gs#t=345.914s
Subtracting rational expressions: unlike denominators | High School Math | Khan Academy	And a common denominator is one that is going to be divisible by either of these and then we can multiply them by an appropriate expression or number so that it becomes the common denominator.	https://www.youtube.com/watch?v=evmDZkDvlNw#t=23.011s
Extraneous solutions to radical equations | Algebra I | Khan Academy	In this video, we're going to start having some experience solving radical equations or equations that involve square roots or maybe even higher-power roots, but we're going to also try to understand an interesting phenomena that occurs when we do these equations.	https://www.youtube.com/watch?v=711pdW8TbbY#t=0.49s
Series as sum of sequence | Sequences, series and induction | Precalculus | Khan Academy	Let's say that I have a geometric series. A geometric sequence, I should say. We'll talk about series in a second. So a geometric series, let's say it starts at 1, and then our common ratio is 1/2.	https://www.youtube.com/watch?v=rcRg_gO7-7E#t=0.58s
Domain of a radical function | Functions and their graphs | Algebra II | Khan Academy	And when we look at how the function is defined, right over here, as the square root, the principal square root of 2x minus 8, it's only going to be defined when it's taking the principal square root of a non-negative number.	https://www.youtube.com/watch?v=4h54s7BBPpA#t=16.7s
Simplifying rational expressions 1 | Polynomial and rational functions | Algebra II | Khan Academy	So we want the ratio of the width to the length to the length of the rectangle, and they give us the expressions for each of these. The width—the expression for the width of the rectangle—is a-squared minus 9. So, the width —let me do it in this pink—is a-squared minus 9, and we want the ratio of that to the length; the ratio of the width of the rectangle to its length.	https://www.youtube.com/watch?v=XChok8XlF90#t=16.34s
Modeling annual temperature variation with trigonometry | Trigonometry | Khan Academy	First, let's try to figure out a trigonometric function that models the temperature in Santiago, Chile. We'll have temperature as a function of days, where days are the number of days after January seventh.	https://www.youtube.com/watch?v=mVlCXkht6hg#t=36.765s
Types of statistical studies | Statistical studies | Probability and Statistics | Khan Academy	"Observational study, you observe what's going on. Sugar intake versus heart risk. You say, ""Hey, there's a relationship maybe ""this is worth doing an experiment on."" Because only through an experiment could you attempt to find some type of causality."	https://www.youtube.com/watch?v=z-Qi4w6Xkuc#t=575.521s
Geometric series | Sequences, series and induction | Precalculus | Khan Academy	In the last video we saw that a geometric progression, or a geometric sequence, is just a sequence where each successive term is the previous term multiplied by a fixed value. And we call that fixed value the common ratio.	https://www.youtube.com/watch?v=CecgFWTg9pQ#t=0.55s
Discontinuities of rational functions | Mathematics III | High School Math | Khan Academy	Well, something that makes the numerator zero without doing it to the denominator is going to be a zero. And x equals negative eight makes the numerator equal to zero without doing anything to, without making the denominator equal to zero.	https://www.youtube.com/watch?v=qoMimDT7D8w#t=364.706s
Richter scale | Logarithms | Algebra II | Khan Academy	So this is 2011, east coast earthquake. And then probably the most famous earthquake in the United States in recent memory was the one that occurred at Loma Prieta. This is Loma Prieta right over here, about 40 or 50 miles south of San Francisco.	https://www.youtube.com/watch?v=RFn-IGlayAg#t=265.81s
Introduction to function inverses | Functions and their graphs | Algebra II | Khan Academy	It's the domain. The set of all of the things that I can input into that function, that is the domain. And in that domain, 2 is sitting there, you have 3 over there, pretty much you could input any real number into this function.	https://www.youtube.com/watch?v=W84lObmOp8M#t=44.7s
Introduction to function inverses | Functions and their graphs | Algebra II | Khan Academy	Our function, when you take 0-- so f of 0 is equal to 4. Our function is mapping 0 to 4. The inverse function, if you take f inverse of 4, f inverse of 4 is equal to 0.	https://www.youtube.com/watch?v=W84lObmOp8M#t=462.53s
Direct and inverse variation | Rational expressions | Algebra II | Khan Academy	I want to talk a little bit about direct and inverse variations. So I'll do direct variation on the left over here. And I'll do inverse variation, or two variables that vary inversely, on the right-hand side over here.	https://www.youtube.com/watch?v=92U67CUy9Gc#t=0.385s
Direct and inverse variation | Rational expressions | Algebra II | Khan Academy	Inverse variation-- the general form, if we use the same variables. And it always doesn't have to be y and x. It could be an a and a b. It could be a m and an n.	https://www.youtube.com/watch?v=92U67CUy9Gc#t=345.87s
Modeling with composite functions | Mathematics III | High School Math | Khan Academy	H, input the average temperature at a specific location and it outputs the height of the tree at that location. And T, the altitude of a specific location and then, if that's the input, and then the output is the average temperature at that location.	https://www.youtube.com/watch?v=pIMfRbznxKA#t=300.957s
Law of cosines for star distance | Trig identities and examples | Trigonometry | Khan Academy	Voiceover:Artemis seeks knowledge of the width of Orion's belt, which is a pattern of stars in the Orion constellation. She has previously discovered the distances from her house to Alnitak, 736 lights years, and to Mintaka, 915 light years, which are the endpoints of Orion's belt.	https://www.youtube.com/watch?v=6kGi1dvGZNY#t=1.143s
Law of cosines for star distance | Trig identities and examples | Trigonometry | Khan Academy	So it would take light 915 years to get from her house to Mintaka, or from Mintaka to her house. So this is 915 light years. And what we wanna do is figure out the width of Orion's belt, which is the distance between Alnitak and Mintaka.	https://www.youtube.com/watch?v=6kGi1dvGZNY#t=114.674s
Example: Graph, domain, and range of sine function | Trigonometry | Khan Academy	Now, what about the range? What about the range? Well just as a review, the range is sometimes in more technical math classes called the image. It's the set of all the values that the function can actually take on.	https://www.youtube.com/watch?v=sjUhr0HkLUg#t=499.673s
Solving square-root equations: no solution | Mathematics III | High School Math | Khan Academy	- [Voiceover] Let's say that we have the radical equation, the square root of three x minus seven plus the square root of two x minus one is equal to zero. I encourage you to pause the video and see if you can solve for x before we work through it together.	https://www.youtube.com/watch?v=ibeyn2QGjCM#t=0.027s
Restricting domain of trig function to make invertible | Trigonometry | Khan Academy	So lets just think about what it means for a function to be invertible. A function is a mapping from a set of elements that we would call the domain, so let me, my pen is a little off today so lets see if it works ok.	https://www.youtube.com/watch?v=tCV9VyIIaw0#t=14.367s
Fundamental theorem of algebra for quadratic | Algebra II | Khan Academy	Voiceover:Let's say that we have the function F of X being defined by the second degree polynomial, 5 X squared plus 6 X plus 5. The fundamental theorem of algebra tells us that because this is a second degree polynomial we are going to have exactly 2 roots.	https://www.youtube.com/watch?v=zNxEVaRbdus#t=0.578s
Relating trig function through angle rotations | Trigonometry | Khan Academy	is the... let me just set a color I haven't used before. The cosine of theta is the X coordinate of where this terminal ray intersects the unit circle. Or another way of thinking about it is the cosine of theta is the length of what I'm drawing in purple right over here.	https://www.youtube.com/watch?v=h-TPSylHrvE#t=26.419s
Function inverses example 3 | Functions and their graphs | Algebra II | Khan Academy	Is equal to the negative square root, the negative square root of x minus 1 squared. For y is greater than or equal to negative 2. And x is less than or equal to 1.	https://www.youtube.com/watch?v=Bq9cq9FZuNM#t=242.24s
